HGNC symbol	Chromosome Name	Gene Start (bp)	Gene End (bp)
RNU2-29P	7	53843829	53844017
LINC00226	14	106744269	106744975
EHMT2	6	31847536	31865464
TCEB1P34	Y	27809047	27809373
	7	53847476	53847956
RPL15P4	HSCHR6_MHC_APD	31507182	31507761
	7	53854860	53854991
CYLC1	X	83116154	83141705
	1	151252500	151254405
	7	53929926	53931032
	HSCHR6_MHC_APD	31515442	31515517
OFD1P13Y	Y	27821207	27843493
ITGB3	17	45331212	45421658
	7	53994369	54015437
ZNF208	19	22115760	22193751
UQCRHP1	HSCHR6_MHC_APD	31590211	31590484
	7	54398390	54417542
IGHV3-25	14	106745623	106746073
	HSCHR6_MHC_APD	31736082	31736184
MYRF	11	61520114	61555990
TIAF1	17	27400537	27418537
SAPCD1-AS1	HSCHR6_MHC_APD	31743441	31744719
	HSCHR6_MHC_APD	31757947	31758035
IGHVIII-25-1	14	106750162	106750402
OCRL	X	128673826	128726538
	7	54427585	54427688
	HSCHR6_MHC_APD	31814397	31814459
TRAPPC2P5	Y	27845598	27848709
	7	76178677	76257299
SLC25A5P3	7	54487137	54488021
	HSCHR6_MHC_APD	31816211	31816277
IGHVIII-26-1	14	106765678	106765927
	HSCHR6_MHC_APD	31862895	31863188
CXorf22	X	35937851	36008269
	10	65662211	65663005
IGHVII-26-2	14	106770914	106771238
	HSCHR6_MHC_APD	32057628	32057748
	7	54624663	54639419
LRCH1	13	47127303	47327175
IGHV7-27	14	106774086	106774499
RAB9AP2	Y	27856055	27859704
TFEC	7	115575202	115799950
HNRNPA1P2	HSCHR6_MHC_APD	32304328	32305287
	10	65796105	65797040
	17	76899345	76901106
	7	54643745	54646487
IGHVII-28-1	14	106785676	106785916
IGHV3-29	14	106787368	106787804
ATP6V1E2	2	46717889	46769696
USP9YP30	Y	27869163	27870333
RNU6-1125P	7	54688718	54688824
DBF4P1	10	65928715	65930611
	17	77128804	77132484
	HSCHR6_MHC_APD	32331634	32331740
RPL31P35	7	54724051	54724427
HCG23	HSCHR6_MHC_APD	32369260	32372436
MIR4739	17	77680985	77681058
IGHVII-30-1	14	106798646	106798877
	7	54827118	54872621
	17	77681075	77686081
IGHV3-30-2	14	106800319	106800757
HLA-DRB9	HSCHR6_MHC_APD	32438582	32452263
	7	54933511	54933717
RNU1-107P	Y	27869489	27869642
FAM13B	5	137273649	137387650
	7	55001392	55005877
RPS6KA6	X	83318984	83442933
DCTN3	9	34613548	34620515
TTTY3	Y	27874637	27879535
	HSCHR6_MHC_APD	32468460	32468608
IGHVII-31-1	14	106810597	106810633
MEIS2	15	37181406	37393504
RHAG	6	49572871	49604552
	17	77687493	77687588
IGHV3-32	14	106812091	106812517
	HSCHR6_MHC_APD	32670372	32671202
	17	77774397	77776326
BRMS1L	14	36295524	36401531
USP9YP9	Y	27876158	27881307
C6orf223	6	43968317	43973695
EGFR-AS1	7	55247443	55256627
IGHVII-33-1	14	106823315	106823594
ZNF257	19	22235254	22274282
RTCB	22	32783569	32808242
ZNF687	1	151254094	151264656
DMTN	8	21906506	21940038
	7	55311940	55313374
HLA-DQB3	HSCHR6_MHC_APD	32683098	32684035
AATF	17	35306175	35414171
CALM1P2	7	55327502	55327949
KIAA1468	18	59854491	59974355
MIR3135B	HSCHR6_MHC_APD	32702571	32702638
RRP8	11	6616305	6624850
C17orf50	17	34087916	34092098
TAPSAR1	HSCHR6_MHC_APD	32795470	32797879
PSMB8	HSCHR6_MHC_SSTO	32898409	32902343
PARG	10	51026325	51130715
FAIM	3	138327448	138352218
DCN	12	91539025	91576900
CNNM3	2	97481982	97499648
	7	55410009	55412651
MRPL37	1	54649714	54691137
CHDC2	X	36053908	36163187
	7	55640864	55656029
	7	55659767	55660886
PPP1R2P1	HSCHR6_MHC_APD	32830521	32831197
	7	55661470	55662699
CDC42P2	7	55705967	55706535
HLA-Z	HSCHR6_MHC_APD	32847757	32847831
	12	78820606	78836732
	HSCHR6_MHC_APD	32888280	32888374
RPL32P1	HSCHR6_MHC_APD	33030638	33031047
MIB2	1	1550795	1565990
RHOQ	2	46768945	46810260
HLA-DPA2	HSCHR6_MHC_APD	33042924	33048466
ZNF768	16	30535325	30538142
	3	115377380	115380126
RN7SL815P	3	115556715	115557005
COL11A2P1	HSCHR6_MHC_APD	33054938	33058474
NCKAP1	2	183773843	183903586
LSAMP-AS1	3	116078871	116088937
SLC1A4	2	65215611	65250999
PRDM12	9	133539981	133558368
LINC00903	3	116271320	116287111
HLA-A	HSCHR6_MHC_DBB	29899000	29903640
HLA-DPB2	HSCHR6_MHC_APD	33063595	33080224
RN7SL582P	3	116301401	116301677
CEP128	14	80943330	81425861
CCHCR1	HSCHR6_MHC_QBL	31102653	31118444
BZW1P2	3	116364592	116365574
C2CD4A	15	62359176	62363116
GPRC5C	17	72420990	72447792
REG1B	2	79312156	79315145
CXorf30	X	36246735	36403431
PDPR	16	70147529	70195203
ZNF747	16	30537244	30546668
HLA-DPA3	HSCHR6_MHC_APD	33082356	33082482
C2CD4B	15	62455734	62457482
LYPLA2P1	HSCHR6_MHC_APD	33316721	33317416
MYO10	5	16665395	16936372
DBP	19	49133287	49140695
SUPT7L	2	27873679	27886676
TMEM42	3	44903361	44907162
	15	27402762	27406466
PCSK2	20	17206752	17465223
FOXR1	HG299_PATCH	118842417	118852001
IGHV3-33-2	14	106825038	106825477
	15	27453236	27453782
TIMMDC1	3	119217379	119243937
IGHV7-34-1	14	106833231	106833664
RNA5SP391	15	27525465	27525583
	15	27585671	27585951
	15	27607456	27611544
IGHV3-36	14	106848685	106849142
	15	27663942	27665881
RAPGEF4	2	173600002	173917621
EXOSC2	9	133569108	133580248
	15	27667527	27673484
R3HDM2	12	57643392	57824788
IGHV3-37	14	106852588	106853026
	15	27728181	27787137
	7	76279718	76280214
TAF15	17	34136459	34191619
IGHVIII-38-1	14	106873942	106873995
	15	27866680	27874435
IGHV7-40	14	106881270	106881468
	15	27929644	27930914
LLGL2	17	73521161	73571289
CCDC84	HG299_PATCH	118868852	118886501
	15	28020767	28021944
	14	106892325	106892465
RPL5P32	15	28140850	28141728
FAM21D	10	51187938	51192032
IGHVII-40-1	14	106896861	106896918
IGHV3-41	14	106899044	106899493
FAM47C	X	37026432	37029739
RPL41P2	15	28560798	28561102
TGM4	3	44916100	44956482
ARID3C	9	34621376	34628104
PSMB9	HSCHR6_MHC_SSTO	32901828	32937246
HOMER2P1	14	106916017	106916980
	15	28577383	28581755
PRKCI	3	169940153	170023769
PDE9A	21	44073746	44195619
MANF	3	51422478	51426828
ILK	11	6624961	6632102
IGHV3-42	14	106919183	106919483
ESD	13	47345391	47371367
	15	28591636	28591793
CA11	19	49141199	49149569
	7	128506633	128508898
	12	50690489	50691718
CCR10	17	40830907	40835935
ZNF467	7	149461271	149470568
	15	28594197	28603226
TIA1	2	70436576	70475792
C17orf98	17	36991341	36997708
REG1A	2	79347488	79350545
ZNF805	19	57751973	57766503
RPS25	HG299_PATCH	118886422	118889401
FAM83B	6	54711569	54806820
PRRG1	X	37208528	37316548
GET4	7	916189	936073
	7	128510821	128512098
SIGMAR1	9	34634719	34637806
	7	128546825	128546943
	7	128552714	128554117
FAM186A	12	50720013	50790405
TNRC18	7	5346421	5465045
	14	66424015	66471241
HIBCH	2	191054461	191208919
	12	78842775	78934455
ICOS	2	204801471	204826300
TLN2	15	62682725	63136830
	12	79187306	79187894
IGHVII-43-1	14	106928717	106928888
IGHVIII-44	14	106934226	106934399
	12	79198128	79202279
	15	28607942	28610877
LINC00221	14	106938445	106977000
	12	79354038	79439424
ZNF460	19	57791419	57804937
RN7SL238P	15	28632351	28632629
INTS8	8	95825539	95893974
	15	28633515	28633597
	12	79734985	79897176
ABCB10P3	15	28648014	28650179
RPL23	17	37004118	37010096
MIR4509-1	15	28671637	28671730
MIR4509-3	15	28671637	28671730
MIR4509-2	15	28671637	28671730
CTDSP1	2	219262979	219270664
SSBP3	1	54691105	54879152
DEGS2	14	100612756	100626500
	15	28699806	28702929
TRAPPC4	HG299_PATCH	118889142	118896164
NTN5	19	49164664	49176338
	15	28718468	28718594
TAP1	HSCHR6_MHC_SSTO	32902901	32911670
	X	37208583	38546928
MIR4509-1	15	28735898	28735991
MIR4509-3	15	28735898	28735991
MIR4509-2	15	28735898	28735991
HCRTR2	6	55039050	55147418
ZNF543	19	57831877	57842144
ABCB10P4	15	28751771	28753954
ZNF862	7	149535456	149564568
HTR3B	11	113775399	113817287
AGAP8	10	51224681	51371321
	15	28768331	28768413
RN7SL829P	15	28769299	28769577
	15	28791058	28794923
LANCL3	X	37430822	37543716
HTR2A	13	47405685	47471169
ZNF707	8	144766622	144796068
	15	28798718	28806525
ACOXL	2	111490150	111875799
BFSP1	20	17474550	17549865
BPIFC	22	32809834	32860471
ZNF304	19	57862675	57871266
MOCS3	20	49575363	49577820
TNFRSF11A	18	59992520	60058516
PTPN14	1	214522039	214725792
PPIL6	6	109711418	109762374
RPL17P35	10	66380131	66380679
XK	X	37545012	37591383
FUT2	19	49199228	49209207
ABL1	9	133589333	133763062
CYP2C61P	10	66522640	66522929
DNMT1	19	10244021	10341962
ANXA2P3	10	66585329	66586336
	10	66660894	66684276
KCNG1	20	49620193	49639666
ZNF547	19	57874845	57890933
NEK4P3	10	66814218	66814761
SLC37A4	HG299_PATCH	118894824	118901597
MYL6P3	10	66929196	66929627
ZNF676	19	22361893	22379753
RN7SL306P	7	128610788	128611087
	7	76326819	76326971
ODCP	7	128668943	128670581
	7	76531808	76548508
CSH2	17	61949372	61951126
	10	67007790	67008550
	HSCHR6_MHC_COX	28615937	28616005
FDPSP7	7	76597514	76598567
LINC00533	HSCHR6_MHC_COX	28616026	28622258
	7	76597663	76597835
	7	76601996	76606278
ZNF729	19	22469210	22499978
TPI1P2	7	128696073	128696824
	HSCHR6_MHC_COX	28658641	28659004
DTX2P1	7	76607934	76673092
CYBB	X	37639264	37672714
TRAPPC2P1	19	57874879	57876721
	7	128701585	128701688
RPSAP2	HSCHR6_MHC_COX	28700592	28701479
	15	28810132	28810298
	HSCHR6_MHC_COX	28744522	28744629
	15	28820165	28824546
MRPL14	6	44081194	44095194
ZNF98	19	22573821	22715287
	19	57874934	57909952
MAMSTR	19	49215999	49222978
PSMD3	17	38137050	38154213
GPHN	14	66974125	67648520
IKBKB	8	42128820	42189973
SLC4A1AP	2	27886338	27917840
DTX2P1-UPK3BP1-PMS2P11	7	76610266	76673092
CRYBA1	17	27573881	27581512
HLF	17	53342373	53402426
HTR3A	11	113845603	113861035
LCA5	6	80194708	80247175
MAP1A	15	43803156	43823818
GALT	9	34638130	34651032
DSTN	20	17550508	17590564
FBXL18	7	5470966	5553429
PIK3CB	3	138372860	138553780
YME1L1	10	27399383	27444195
ZNF492	19	22817126	22850472
SUCLA2	13	48510622	48612125
HERC2P9	15	28834638	28930410
ZNF548	19	57901218	57912786
ADAP1	7	937540	995043
FGD4	12	32552463	32798984
TUBBP6	7	55713313	55714644
	7	55724461	55746183
PI4KB	1	151264273	151300191
ZNF99	19	22939007	22966909
POLD2	7	44154286	44163957
ABHD1	2	27346682	27353680
PARD3B	2	205410516	206484886
TUSC7	3	116428082	116442428
FKBP9L	7	55748767	55780945
	12	79742099	79742171
MPP4	2	202509593	202563417
MIR1252	12	79813037	79813101
LARP4	12	50786166	50873787
FBXO7	22	32870663	32894818
	12	79856244	79856330
	12	79874828	79874920
	12	79893899	79894467
TMEM63B	6	44094651	44123256
SH3BGRL2	6	80341000	80413372
MIR4447	3	116569124	116569214
ZNF728	19	23158270	23185978
LINC00901	3	116640278	116651085
	HSCHR6_MHC_COX	28752233	28752604
PPP1R27	17	79791368	79792926
OR12D3	6	29341200	29343068
RNU5E-8P	3	116683959	116684074
RNU6-389P	7	55753670	55753774
	HSCHR6_MHC_COX	28764545	28764608
PTMAP8	3	116745545	116745886
	HSCHR6_MHC_COX	28806290	28807427
QRFP	9	133768815	133769225
CCDC174	3	14693271	14714166
CCDC166	8	144788864	144790279
	HSCHR6_MHC_COX	28828044	28831792
TMEM258	11	61535973	61560274
ALLC	2	3705785	3750261
OR12D2	6	29364416	29365448
ZNF730	19	23258012	23330021
OR12D1	6	29385057	29386003
ZCCHC2	18	60190240	60254942
REG3A	2	79384132	79386879
RBMY1J	Y	24454970	24564028
ELOVL4	6	80624529	80657297
	17	77784478	77784573
RPLP1	15	69745123	69748255
	17	77797251	77801503
ZNF724P	19	23404401	23433192
PPP1R37	19	45594654	45651335
	17	77821857	77823909
OR11A1	6	29393281	29424848
MAT2B	5	162930120	162946342
HYOU1	HG299_PATCH	118914898	118927912
	17	77889051	77900524
MAPK15	8	144798429	144804628
FIBCD1	9	133777825	133814673
	17	77893156	77899261
UPK3BP1	7	76633979	76635091
PMS2P11	7	76640868	76645170
	17	77910551	77910992
	17	77965743	77966640
	7	76642900	76643001
	17	77997693	77999906
SPDYE9P	7	76651635	76661674
DYNLT3	X	37696010	37706890
	17	78174472	78179748
FEN1	11	61560109	61564716
KDM5C	X	53220503	53254604
ZNF91	19	23487793	23578362
RPL13P	HSCHR6_MHC_COX	28829830	28830461
	7	128706075	128706516
ZNF90P2	HSCHR6_MHC_COX	28857440	28858514
	20	2447858	2489553
HCG14	HSCHR6_MHC_COX	28865131	28865921
	7	128735355	128735865
CENPF	1	214776538	214837931
	7	128736081	128736789
NUFIP2	17	27582854	27621136
CYCSP20	7	128757567	128757881
RNU6-1173P	HSCHR6_MHC_COX	28884244	28884343
SAYSD1	6	39071840	39082965
ZNF396	18	32946661	32957301
KRT18P1	HSCHR6_MHC_COX	28933441	28934771
	7	128766572	128770847
THAP2	12	72056789	72074419
	10	135192720	135193102
	7	128804690	128804802
	7	128808053	128809538
P4HB	17	79801035	79818570
	10	135204338	135233999
	7	128849616	128853386
ZNF343	20	2462463	2505348
	19	57901252	57931362
RNU7-16P	7	129045476	129045537
TIMM23B	10	51371390	51387768
	7	129049954	129050211
NFATC2	20	50003494	50179370
CALCOCO2	17	46908350	46943884
	17	78289451	78290433
EIF4A2	3	186500994	186507689
SNRPGP3	7	129117716	129117942
	17	78325628	78388968
SSBP3-AS1	1	54703710	54704736
USH1C	11	17515442	17565963
VIL1	2	219283815	219318018
USP9YP19	Y	27894743	27896353
CXorf27	X	37850070	37850569
NKPD1	19	45653008	45663408
CASP3	4	185548850	185570663
MIR4730	17	78393218	78393293
XKRYP5	Y	27898535	27899017
	17	78427535	78428529
	18	33023835	33077904
CDY22P	Y	27959160	27960713
DCDC2C	2	3751453	3836122
SMC4	3	160117062	160152750
KCNK5	6	39156749	39197226
TCEB1P17	Y	28007090	28007415
OFD1P18Y	Y	28018078	28044800
MRPL47	3	179306073	179322442
CXCL10	4	76942273	76944650
MTG1	10	135207598	135234811
TRAPPC2P4	Y	28050665	28053397
PI4KA	22	21061979	21213705
TRAPPC6A	19	45666186	45681495
ACOT11	1	55007930	55104865
RN7SL257P	HSCHR6_MHC_COX	28941851	28942146
RAB9AP3	Y	28064470	28065042
HCG15	HSCHR6_MHC_COX	28950578	28951859
SYTL5	X	37865835	37988072
INO80C	18	33032194	33077955
	17	78489015	78489189
USP9YP20	Y	28069535	28075973
LAMC3	9	133884469	133969860
	5	109218883	109220452
TMC2	20	2517253	2622430
CLEC18C	16	70207225	70221264
	17	78489457	78489612
CXCL11	4	76954835	76962568
RPL32P31	17	78516003	78516405
IGHVIV-44-1	14	106945352	106945763
RNU1-40P	Y	28075126	28075289
IGHVII-44-2	14	106950148	106950397
USP9YP21	Y	28079980	28082028
FADS2	11	61560452	61634826
XKRYP6	Y	28089415	28100299
	10	67073543	67074728
TMEM57	1	25757388	25826700
PRYP4	Y	28121660	28134216
PSMD9	12	122326637	122356203
RN7SL696P	12	79918657	79918950
	10	67330096	67526299
	12	79933983	79944315
PROCA1	17	27030215	27038872
SMPD2	6	109761966	109765122
	12	79952562	79952946
	12	80083924	80172231
GFRAL	6	55192267	55267291
TAOK1	17	27717482	27878922
	12	80217558	80219276
	10	67469818	67469902
TMEM232	5	109624934	110074657
	10	67839001	67878084
INSIG2	2	118846028	118868573
	10	68254457	68254557
	10	68374995	68375096
	10	68812367	68814786
BLOC1S3	19	45682003	45685059
HTR3D	3	183749332	183757157
	10	69093881	69094640
NUDT15	13	48611703	48621358
GHITM	10	85899196	85913001
	9	34646642	34657110
ACTB	7	5566782	5603415
FAM83H	8	144806103	144815971
CABP2	11	67286383	67290899
COTL1P2	17	20467851	20468202
	17	20479980	20482061
KCTD18	2	201353675	201384507
	19	45683080	45705702
PTGES3P5	10	110055857	110056290
ZSWIM5P2	17	20487071	20494493
	10	110307733	110321573
	19	45690646	45720191
	10	110470276	110599121
MEIS3P2	17	20492371	20494013
MBIP	14	36767770	36789882
MAPKAPK5P1	10	110607944	110609319
	GL000247.1	10271	10353
IGHVII-46-1	14	106971752	106971788
RN7SKP278	10	110700727	110701068
	17	20498844	20499021
	GL000247.1	11746	11828
IGHV3-47	14	106974509	106974954
RNU5B-6P	10	110944651	110944765
	GL000247.1	11986	12067
	17	20512775	20512923
	GL000247.1	12803	12884
RNU6-839P	10	110999397	110999504
HMGCLL1	6	55299167	55444012
	17	20515980	20517321
IGHVIII-47-1	14	106987143	106987473
PHB2P1	10	111287877	111288766
GALNT1	18	33161081	33291798
PRIMPOL	4	185570767	185616117
B3GNT7	2	232260254	232265875
BTF3P15	10	111294413	111294748
EXOC3L2	19	45715879	45737469
IGHVII-49-1	14	107020363	107020586
	17	20516225	20536547
	10	111421572	111421808
MED4	13	48627459	48669267
IGHV3-50	14	107022105	107022543
RRBP1	20	17594323	17662940
	10	111440200	111440799
	17	20536347	20536572
	10	111567409	111567887
IGHVIII-51-1	14	107039493	107039794
	2	232316906	232317864
TCEB1P11	Y	28137388	28137719
	10	111629616	111629750
	17	20550600	20585112
IGHVII-51-2	14	107040702	107040960
RN7SL450P	10	111764012	111764315
CDY23P	Y	28140831	28141844
SNRPGP12	10	111898972	111899184
	10	111967608	111968349
	15	28924551	28927398
USP9YP26	Y	28148401	28155003
	15	28947708	28947790
	10	112016822	112017601
HCG16	HSCHR6_MHC_COX	28951175	28952911
RN7SL719P	15	28948669	28948947
	15	28964523	28983577
LDLRAP1	1	25870071	25895377
OR2AD1P	HSCHR6_MHC_COX	28991069	28991996
	10	112188598	112255962
SYN3	22	32908539	33454358
HSFY8P	Y	28157582	28158384
LASP1	17	37026112	37078023
WHAMMP2	15	28982729	29002537
GSTP1	11	67351066	67354131
OFD1P15Y	Y	28201926	28234640
KCNK2	1	215179118	215410436
PDZD8	10	119040000	119134978
	10	112193999	112194143
HMGB3P5	10	112210387	112210998
FGFBP3	10	93666346	93669240
ATP6V0E2	7	149570057	149577784
NUP54	4	77035812	77069668
	10	112235255	112235352
SRPX	X	38008589	38080696
RPL7P35	10	112309873	112310612
RBMY2DP	Y	28269821	28279455
TTC27	2	32853099	33046118
AKR1B10P1	10	69510042	69510983
NOP56	20	2632791	2639039
	10	112336118	112336219
NCL	2	232318242	232348352
FAM151A	1	55074855	55089229
RN7SL686P	10	112393589	112393883
	10	69553528	69554003
	10	112402436	112402543
	15	29008586	29009297
CD80	3	119243140	119278449
CES1	HSCHR16_1_CTG3_1	55849157	55879488
RN7SKP288	10	112516214	112516481
RNU6-1250P	10	69568260	69568366
PKD1	16	2138711	2185899
G6PD	X	153759606	153775787
RNA5SP327	10	112520900	112521000
	15	29033389	29037148
RN7SL394P	10	69585068	69585358
	10	112629501	112631352
DNAJC19P1	10	69593521	69593839
	12	52486269	52498081
	10	69609283	69610504
	HSCHR6_MHC_MANN	28730486	28730593
	15	29034345	29034632
PDCD4-AS1	10	112629626	112631991
RPL12P8	10	69634090	69634672
	17	20613738	20613846
TMEM170B	6	11537938	11583757
MIR4680	10	112657848	112657913
	10	112670354	112672002
TRIM27	HSCHR6_MHC_MANN	28882558	28891771
TAF10	11	6627526	6633898
	15	29034810	29101361
	10	69720459	69721221
CCDC63	12	111284573	111345339
	17	20619794	20640440
	14	35402650	35402749
	10	69730030	69730126
RN7SL220P	10	69767477	69767774
IGBP1P1	14	35408530	35409693
RBM15B	3	51428731	51435330
SOX11	2	5832799	5841516
POU5F1P5	10	69769962	69770619
	14	35613227	35613686
	14	35627110	35628305
	12	52504418	52504488
ZNF675	19	23708433	23870022
RPL7AP3	14	35704386	35704857
TTK	6	80713604	80752244
	12	52507709	52507796
	2	6111712	6114374
RPL9P3	14	35731668	35732242
RNA5SP363	12	80272085	80272199
DOCK1	10	128593978	129250781
	HSCHR6_MHC_DBB	30007934	30067620
	12	80328681	80334448
CRISP2	6	49660073	49681274
SNRPGP20	12	80382794	80382998
YY1	14	100704635	100749129
RPL7P38	12	80422673	80423411
VPRBP	3	51433298	51534010
IL11RA	9	34650699	34661889
RNU6-1200P	3	117263052	117263158
C18orf21	18	33552046	33559241
RNU7-106P	12	80462471	80462537
	3	117391001	117716439
CTNNA2	2	79412357	80875905
C6orf100	HSCHR6_MHC_MANN	28911662	28912322
EMX2	10	119301955	119309056
	12	80496676	80497113
	3	117393189	117393991
CMPK2	2	6980701	7006766
RN7SKP261	12	80737295	80737572
AIF1L	9	133971863	133998539
IGHV3-52	14	107042360	107042810
SPRN	10	135234170	135382916
	12	80954796	80955339
CKM	19	45809672	45826235
	19	57905551	57949825
ZNF311	HSCHR6_MHC_MANN	28962566	28973097
STAG3	7	99775186	99819111
ZNRD1	HSCHR6_MHC_DBB	30017009	30023013
	16	30537244	30546173
IGHVII-53-1	14	107055682	107055936
	12	80977462	80987480
C11orf72	11	67370351	67374177
UBN2	7	138915102	138992982
	12	81156933	81164496
	16	30545548	30569600
IGHV3-54	14	107057358	107057795
RNU1-72P	7	129124345	129124497
IGHV4-55	14	107062111	107062561
	7	129244389	129251471
ZNF17	19	57922531	57933307
IGHV7-56	14	107065772	107066206
ZNF681	19	23921997	23941693
IGHV3-57	14	107074907	107075186
ZNF764	16	30565085	30569819
RNA5SP244	7	129396106	129396217
IGHV3-60	14	107087202	107087658
RNFT1P3	17	20646646	20657814
MIR182	7	129410223	129410332
MIR96	7	129414532	129414609
MIR183	7	129414745	129414854
ACVR1C	2	158383279	158485517
KLRG1	12	9102640	9163356
	7	129423210	129425025
	7	129593074	129666391
TIMP3	22	33197687	33259030
CENPU	4	185615772	185655287
	7	129594533	129594634
	7	129601829	129601916
ATP6V1G2	HSCHR6_MHC_DBB	31494420	31496802
CD300A	17	72462555	72480933
	7	129625487	129625587
HNRNPA1P19	17	20674371	20674740
ZNF749	19	57946697	57956853
RNA5SP245	7	129667117	129667237
OR2W1	HSCHR6_MHC_MANN	29011994	29013021
	7	129781571	129782455
RPL13AP6	10	112696380	112696991
ITM2B	13	48807294	48837063
CYP2E1	10	135333910	135374724
	17	45331263	45421658
TES	7	115850547	115898837
OLA1P2	17	20678955	20680218
	17	42870567	42871842
RPSAP58	19	23945807	24010937
OR2B3	HSCHR6_MHC_MANN	29053989	29055094
	17	42872115	42875151
SUMO2P3	7	55799837	55800124
	7	129813558	129845201
SLC6A13	12	329789	372039
MIR548E	10	112748684	112748771
CICP11	7	55804472	55807289
	10	112864714	112865006
RN7SL405P	17	42961354	42961639
	19	57949338	57988904
RSAD2	2	7005937	7038370
OR2J3	HSCHR6_MHC_MANN	29079673	29080608
BTBD7P2	10	113082536	113083155
ATP9A	20	50213053	50385173
	17	42980529	42981914
	2	27928653	27938599
	10	113109697	113111861
PSPHP1	7	55832490	55840981
	10	113257949	113258699
OR2J2	HSCHR6_MHC_MANN	29141320	29142360
	17	43025280	43026307
	7	129895742	129902610
	17	43059882	43060140
ZNF688	16	30580667	30584055
RNU6-1126P	7	55857061	55857167
	16	70239303	70239683
	17	43148810	43148911
VN1R1	19	57966542	57967854
	7	55865639	55866173
	16	70258261	70258641
CICP12	7	55865727	55866569
	17	43227767	43238877
RAB11FIP2	10	119764427	119806114
OR14J1	HSCHR6_MHC_MANN	29274451	29275567
	7	55878472	55879104
	17	43246172	43248951
GUCY2GP	10	114067939	114116332
	7	55944431	55944717
MRPL33	2	27994584	28210954
	7	55945605	55945857
OR5V1	HSCHR6_MHC_MANN	29323057	29399325
RN7SL64P	7	55960419	55960689
HTR3C	3	183770835	183778459
	17	43268298	43299589
	7	56123058	56123195
ZNF726	19	24097678	24127961
SNORA15	7	56128163	56128295
	7	56168352	56168445
RPRD1A	18	33564350	33647539
WNT8A	5	137419581	137428054
	7	56230838	56231226
ZNF772	19	57978031	57988938
TMEM175	4	926175	952444
	7	56243327	56244105
KCTD3	1	215740735	215795149
OR12D3	HSCHR6_MHC_MANN	29340936	29417450
CCNJP1	7	56296327	56297475
	7	56337476	56337544
TPP1	11	6634000	6640692
RN7SKP202	10	69917836	69918165
